Gene	Family Member	PMID	Species	Organ	Tissues/Cell line	Experiment	# Replicates	Control	Quality/Fold Change
Sla	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.4805638466
Irf1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.9005710168
Fstl1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.1564180012
Ltb	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-41.1959123493
Arhgef3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.7381833259
Pxk	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-6.0993246951
AI451617	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2049814801
Rabac1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3408940119
Plekhg2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5592560602
Pdlim2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.9630783256
Itsn2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.210704995
Phr1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1782688661
Unc93b1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3780542562
Rgs14	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2042024983
H2-DMb1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.9420162
AW112010	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.5454014873
Zfp187	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2682380494
Ifit3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4023036512
Pglyrp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.0515947067
Il21r	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.7453650572
Gdi1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2656633038
Stat1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.8253976439
Clec2i	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.1960200132
Traf5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2344053047
EG637273	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.3010447154
Rfx5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5072579377
Pglyrp2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.4469810911
Gpnmb	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.4534951233
AI324046	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3552880004
Klhdc2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0967866552
Uckl1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3243045813
Papolg	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6852148373
Usp18	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1243114354
Rsph1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0125563698
Ms4a6b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.078346324
Lgals1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8558803139
Kmo	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-6.7964499405
Gimap1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.7831775549
Rtp4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0057658557
Tprgl	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0220155826
LOC100043257	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2814296586
Rrad	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1078755222
Ifi203	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8805571034
Igk-V1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1137660897
1810035L17Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0162847851
Postn	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.6034373201
Fcrla	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1568333819
Samhd1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7046244244
Ighv6-6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.602378396
Ifi35	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2844022209
Ccr6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-13.7329665843
LOC100045958	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0682383583
Cd1d1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.9287358297
Spp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.7353920586
Foxf2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.6912388569
Zfp53	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4067729352
Arl6ip5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2836516781
Gpm6b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0190843234
Fmnl3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8353879685
Tsc22d3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7336303307
Med12	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0820765271
Sh2d3c	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1136232342
Rasa3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6096682938
Map3k8	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.890115008
Igh-6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.670499481
2810048G17Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3923505738
Cmtm6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3215376107
Nab2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4681875737
4933426M11Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7902432204
Klf6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.53075241
Ptpn18	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0004544896
LOC100039742	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.01747787
Ero1lb	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7258115549
Tesk1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.101936347
Ier2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7415695568
Cd38	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.6735709628
4933439C20Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5120585936
Serpinb1a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5815246347
AI848100	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5057127536
Cd36	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.1185149871
Nmi	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1810077612
Lyz	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.9024224455
Srpk3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.493317729
Igj	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-65.7894946983
0610037M15Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.9713444846
Bcl2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0774370612
Ddx6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2176447262
Sdf2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0425458199
2310014H01Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0914094533
Col1a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.3426326136
Hcst	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1722155205
Slfn2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.7147406207
Ccm2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3096573765
Ifnar1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7311449871
Cd9	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8602281894
Col3a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.5472062187
LOC100047936	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0827992722
Reln	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	6.0811276149
Ncoa1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2725223764
Nfkbie	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.9980852927
Lgals8	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0564598618
Cd200	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.3160203678
Cast	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4392561235
Atp8a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4832252373
Unc119	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.633216204
Mfge8	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.3528505836
Sbk1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2895098764
Edg1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.9741173965
Hrasls3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.599142427
Stat2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4304503029
Prodh	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.464736638
Phf21a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3854402461
Txndc5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0426571526
Trim12	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.5859144674
Col6a1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2723226084
Irf9	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.8786402794
Cr2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-34.1515664095
Pik3r4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.888628729
Tdrd7	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3467472382
Parp8	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3585961952
Camk2d	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1812752572
Gbp2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.592369327
Cybb	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-10.0219941268
Ormdl1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1641745241
Tmem71	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.4612958276
Dock2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2342463528
Rchy1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0028064941
Esco1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6584129765
Klhl24	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7768844654
Zcchc18	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.4080440903
Ephx1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-6.3786213294
St3gal1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2171686585
Rel	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.48324432
Zbp1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5244656855
Use1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.116848765
Ift140	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.318388961
Xrcc6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.6188552958
Rnf19b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0016534926
Scand1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2110177332
Itgal	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6004513331
Plaur	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2359736586
Ccng2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8964343806
Tnfrsf18	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2964763756
Traf1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5941624863
Scd1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.6096016076
Rab30	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.6114378487
2310005N03Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.101083167
Tm6sf1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.203208893
Clu	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.3485869567
Rgs18	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.9613421797
Il4i1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-6.004242037
Dusp2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.5641813627
Birc3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4527390794
Ppm1m	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.1437728496
Dok3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0703857273
Hs3st1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3947841629
Ifi27	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-8.6148198916
Ypel3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.0135121081
B3gnt5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.2329572917
Ebi3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.2899110474
Casp4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6619329824
B3gnt8	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3813424052
Ptpre	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.067777468
Bach2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1714538165
Rbm5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1381822416
Arid4b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1895532762
Pkib	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.8598865188
Igtp	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.2484913973
Bhlhb2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.7791586096
Csrp2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5638859652
D6Wsu176e	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0235210349
Gm1499	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-8.1559636538
Coro1b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.045060221
Sh3bp5	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2449830432
S100a6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	4.1812301083
Mylk	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.0459512676
Ryr1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.247411159
Gbp6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6071231138
Cdc42se2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1739588533
Rbl2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2819755082
Cap1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.4358648485
Hk1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3496793846
Cpn1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.2970951779
Mdfic	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4176798441
Psp	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	15.0497383516
Rab4b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0041199858
Slc46a3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0406691612
Tk2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.6718784984
Eaf2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.9284114083
Pbxip1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1154344196
Cd180	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.742765625
Lipc	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1550872356
Arhgap24	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.1333621946
Cxcl13	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7623541589
Zfp758	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1305719735
Ms4a4b	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2841617506
Laptm4a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0713697926
Klf2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.2418969605
Anxa6	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4663695461
LOC100046552	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-13.6000100049
Zdhhc20	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1162991819
Hmha1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3124919543
Igk-V28	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-5.425849527
Phyh	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.803029005
S100a11	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4429698158
H2-T24	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3248510961
Dhx57	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0292864656
Mgp	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.8978445225
Abca7	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.27501964
Isg20	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.5006053923
D0HXS9928E	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2979822185
Socs2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.0427719519
Pdcd4	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5725281183
Rraga	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5821955316
Zc3h12a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.5129752821
Srd5a3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8323366808
Aicda	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1452046255
Usp48	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0127776232
Cd86	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3670654951
Rps4y2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1545116278
Mx1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0131914622
Dcpp3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.7015156839
Il12a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8387897832
Lynx1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.9704564334
Jun	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-4.488947792
Rag1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	3.2030466021
As3mt	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0367359577
Rabep2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.0454368568
Pla2g2d	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	2.5378535131
Plxnc1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.8820307673
Phf1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4086575737
Smpdl3a	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.3714634145
Oasl2	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1885289108
Amy1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	7.6461848422
Sh2b3	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.2857452398
Igk-V38	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.890337313
Eid1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.4418419986
Mical1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0117055876
Pstpip1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0975743404
Gadd45g	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-3.1568892608
Plekho1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1009835208
1300010M03Rik	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.09443629
Tank	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.3997738921
Pilrb1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.0667334949
Iah1	Myc	15894264	Mouse	Bone marrow	B220+	Microarray	13	Myc malignant vs Wt	-2.1087534135
